,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,dataset,subset,transform,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,beat_all_priors,best_prior,failure_category,failure_type,which_ones,intersect_roi
43,32,0.048398644,0.010321437,0.30018562,13939.495,95.46198,8480.346,59634000.0,0.1,3.4,0.008780358828001,0.0001758642001808,0.1,3.3,0.0078148446869757,0.0477869,0.0383494,0.0,0.0418512,0.01672,0.0,0.0339861,0.00725031,0.0,0.0,agriVision,full,fourier,None,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_32.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E5741BB210>,47.99999999999999,0.020833333333333336,0,Student-T,practically_pass,pass,None,False
44,0,102.85510963770844,34.84975808105872,997.6971976827996,1502.6157545437134,7.32061076108253,862.9643416982854,786432000.0,0.1,3.2,0.0035318399181399,4.842825551812477e-05,0.09,3.4,0.0028533448945929,4.08676,0.0399138,0.0,3.60553,0.0141067,0.0,2.89476,0.011404,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_0.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AAAB50>,54.44444444444445,0.01836734693877551,1,GenGamma,practically_pass,pass,None,True
45,2,139.0864226108086,48.05775874109772,1221.0822774059466,1361.0386210298534,5.617097629812603,888.3347736161325,786432000.0,0.1,2.9,0.0024957968588637,4.842825551812477e-05,0.09,3.1,0.0021042618467665,4.9383,0.0394626,0.0,4.35507,0.0125213,0.0,3.48834,0.0130132,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9DD90>,51.11111111111111,0.01956521739130435,1,GenGamma,practically_pass,pass,None,True
46,3,59.22539565741237,17.890087952096398,677.7855348074926,4588.658273484921,14.044661702994546,919.8219067057933,786432000.0,0.1,1.8,0.0063722052568508,4.842825551812477e-05,0.11,1.7,0.004367232029049,2.4766,0.043847,0.0,2.20268,0.0187831,0.0,1.73687,0.0144773,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A6A4D0>,29.090909090909093,0.034374999999999996,1,GenGamma,practically_pass,pass,None,False
47,4,147.18261314105916,50.44328792274504,1229.274554945812,1431.7217258972096,6.789152595825888,824.9326655463007,786432000.0,0.1,1.8,0.0025426889299347,4.842825551812477e-05,0.12,1.4,0.0013422641445708,4.67112,0.0457415,0.0,4.10791,0.0183528,0.0,3.28592,0.0188778,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AAAA50>,24.166666666666668,0.041379310344827586,1,GenGamma,practically_pass,pass,None,True
48,5,61.70378578565901,18.847785380610667,682.0777174173709,2256.6442424120423,8.93013420331537,918.159627050822,786432000.0,0.1,2.4,0.00466531675448,4.842825551812477e-05,0.11,2.3,0.0045782146628513,2.96034,0.0420777,0.0,2.60844,0.0149373,0.0,2.0859,0.0158557,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9FB10>,34.54545454545455,0.02894736842105263,1,GenGamma,practically_pass,pass,None,True
49,6,53.87000896032544,16.817910867913437,754.6194948636753,3445.8764411262,7.00628514817896,909.0488892503844,786432000.0,0.1,2.9,0.003903568240633,4.842825551812477e-05,0.09,3.2,0.0033967903276924,2.83437,0.0414837,0.0,2.50731,0.0152774,0.0,1.99018,0.0135073,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9C450>,52.22222222222223,0.019148936170212762,1,GenGamma,practically_pass,pass,None,True
50,7,73.31182903561383,24.30144296918652,517.9539782575268,864.9390422710061,6.691776116874249,794.7404885315348,786432000.0,0.2,2.1,0.0186660899156582,4.842825551812477e-05,0.23,1.8,0.0186604789370603,3.66791,0.0330661,0.0,3.50264,0.0206046,0.0,2.73998,0.0186603,0.0,0.0,agriVision,full,learned,inside_out,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AA92D0>,14.34782608695652,0.0696969696969697,0,Student-T,trivial_failure,asymmetric,None,True
51,8,2.3747436709899032,0.5442006625600964,65.25788600232056,9343.251561955756,9.472070044551089,970.7603205067762,786432000.0,0.1,2.4,0.0174016003495955,4.842825551812477e-05,0.1,2.7,0.0166407578557182,0.436999,0.0486916,0.0,0.388594,0.0229116,0.0,0.305048,0.019614,0.0,0.0,agriVision,full,learned,misc,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A61C90>,42.0,0.023809523809523808,1,GenGamma,trivial_failure,asymmetric,None,False
52,9,21.8700662114683,3.65709899012778,637.0203720003237,13315.085018150128,13.594812422624376,969.3581894233288,786432000.0,0.1,0.5,0.0143949798060651,4.842825551812477e-05,0.09,0.9,0.0104990060167546,0.824328,0.0614728,0.0,0.74223,0.0377793,0.0,0.577973,0.0314669,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,None,26.666666666666668,0.0375,1,GenGamma,interesting_failure,other,None,-1
53,10,53.7346487626277,18.36867885463945,865.9740663092422,2942.502729307399,8.846041086286892,903.1953764073032,786432000.0,0.1,2.5,0.0048159065141648,4.842825551812477e-05,0.1,2.3,0.0045495339698091,2.72338,0.043585,0.0,2.41549,0.0175279,0.0,1.9083,0.0158505,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E557195010>,37.99999999999999,0.026315789473684216,1,GenGamma,practically_pass,pass,None,True
54,11,51.949739070721606,15.063992053271445,742.0269781303138,3644.166644319193,8.907332794990172,934.9761291421144,786432000.0,0.1,1.5,0.0025007058625495,4.842825551812477e-05,0.1,1.5,0.0025007058625495,2.29458,0.0503673,0.0,2.02998,0.0238009,0.0,1.60015,0.0226577,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_11.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A60710>,30.0,0.03333333333333333,1,GenGamma,practically_pass,pass,None,True
55,12,43.7757787892894,14.195481107038118,499.28754427526417,2164.781587145372,9.470597153493127,898.3392925769251,786432000.0,0.1,1.9,0.0072062036791199,4.842825551812477e-05,0.1,2.0,0.0058454128545042,2.23777,0.0463447,0.0,1.99009,0.021425,0.0,1.57012,0.0164899,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_12.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A52E50>,35.0,0.02857142857142857,1,GenGamma,practically_pass,pass,None,False
56,13,57.70173043358049,19.63314506505051,785.1044927651902,2128.5858898438355,11.358079324877403,905.0033490340776,786432000.0,0.1,2.2,0.0045442451524594,4.842825551812477e-05,0.1,2.3,0.0039540197858274,2.79224,0.0430929,0.0,2.47966,0.0175682,0.0,1.96163,0.0145171,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_13.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9CC50>,37.99999999999999,0.026315789473684216,1,GenGamma,practically_pass,pass,None,False
57,14,73.57652949378839,24.40411734991589,1219.7012602612515,3120.617726592375,8.885027874001718,908.605518254948,786432000.0,0.1,1.8,0.0050657282222715,4.842825551812477e-05,0.1,1.6,0.0048954943104887,2.86439,0.0496999,0.0,2.53418,0.0231452,0.0,1.99625,0.0223111,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_14.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A60750>,31.0,0.03225806451612903,1,GenGamma,practically_pass,pass,None,False
58,15,66.48025636243204,23.701661345522,531.8710189688337,1094.8397451959574,5.755140515496564,842.417960006674,786432000.0,0.1,7.3,0.007132925082302,4.842825551812477e-05,0.12,7.0,0.0053956404269598,4.0461,0.0235517,0.0,3.57033,0.013336,0.0,2.91823,0.0108955,0.0,0.0,agriVision,full,learned,inside_out,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_15.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A63550>,70.83333333333334,0.014117647058823528,1,GenGamma,practically_pass,pass,None,False
59,16,39.81625953003626,11.98553933713129,559.4692749479157,3148.011932152945,10.72019069526853,918.8000169000176,786432000.0,0.1,1.7,0.0074638916179002,4.842825551812477e-05,0.1,1.8,0.0057771454499927,2.0348,0.0464381,0.0,1.81603,0.0220379,0.0,1.424,0.0164619,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_16.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AB6490>,32.99999999999999,0.03030303030303031,1,GenGamma,practically_pass,pass,None,False
60,17,51.375847680329656,11.953380859855216,689.9402582434365,3851.275786379677,8.323948199764239,929.2957370317326,786432000.0,0.2,-0.4,0.0057994215041556,4.842825551812477e-05,0.14,0.0,0.0049777167000231,1.87093,0.0625784,0.0,1.63258,0.0353337,0.0,1.29799,0.036721,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_17.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A9E950>,10.714285714285714,0.09333333333333334,1,GenGamma,practically_pass,pass,None,True
61,18,30.840882292221217,10.484989160304393,430.6606793437602,2687.7663437027395,12.198171936429098,889.4324463850819,786432000.0,0.1,1.4,0.0098906558393162,4.842825551812477e-05,0.1,1.6,0.0078817394334986,1.74694,0.0491677,0.0,1.56055,0.0250271,0.0,1.22538,0.0188822,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_18.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ABFD90>,31.0,0.03225806451612903,1,GenGamma,practically_pass,pass,None,False
62,19,125.34102424633394,43.62766660091741,709.6944243092836,769.180653721052,6.627542692032845,805.7043871892781,786432000.0,0.1,4.6,0.0162237855611119,4.842825551812477e-05,0.09,4.9,0.0161118422668387,4.78945,0.0372917,0.0,4.44555,0.0172648,0.0,3.55447,0.0190338,0.0,0.0,agriVision,full,learned,inside_out,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_19.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AA8DD0>,71.11111111111111,0.014062499999999999,1,GenGamma,trivial_failure,asymmetric,None,True
63,20,202.7935381086849,70.7755278484409,2119.937006491303,1803.667651182358,8.010286953425558,889.9178669144349,786432000.0,0.2,0.6,0.0032035511854187,4.842825551812477e-05,0.2,0.6,0.0032035511854187,5.52272,0.0393633,0.0,4.89917,0.0137078,0.0,3.88871,0.0117026,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_20.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9750>,10.5,0.09523809523809523,1,GenGamma,practically_pass,pass,None,True
64,21,358.8567113552143,130.11394723335167,2217.2399950746594,674.2931689794685,6.8416752597161175,784.5083345456716,786432000.0,0.3,1.0,0.0306587411477484,4.842825551812477e-05,0.22,1.4,0.030658605305348,8.20789,0.0374197,0.0,8.44178,0.0315375,0.0,6.41146,0.0306585,0.0,0.0,agriVision,full,learned,eye,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_21.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A51310>,13.181818181818182,0.07586206896551724,0,Student-T,trivial_failure,asymmetric,None,True
65,22,54.76933152268656,17.815152707947934,810.4467843998423,2605.341226261907,14.358962132831351,873.070151736225,786432000.0,0.1,1.7,0.0064236320313335,4.842825551812477e-05,0.11,1.6,0.0044223373275816,2.37102,0.0452683,0.0,2.10925,0.0200231,0.0,1.66089,0.0159832,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_22.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E5741D2390>,28.181818181818183,0.035483870967741936,1,GenGamma,practically_pass,pass,None,False
66,23,117.53452822376494,27.00351338172052,836.3729146315209,1277.3544618862966,9.908689837637857,855.8564897320872,786432000.0,0.1,1.3,0.0052930928791115,4.842825551812477e-05,0.11,1.2,0.0044792538962549,2.94437,0.0527998,0.0,2.60729,0.0263567,0.0,2.05269,0.0240047,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_23.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A51850>,24.545454545454547,0.04074074074074074,1,GenGamma,practically_pass,pass,None,False
67,24,76.26686254770968,19.52198558708368,920.3884274507024,2534.210816874084,13.215620272821118,929.8465932656112,786432000.0,0.1,1.0,0.0117071192216282,4.842825551812477e-05,0.09,1.4,0.009969880310329,2.05426,0.0570582,0.0,1.83061,0.0316924,0.0,1.43443,0.0272768,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_24.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E573AF03D0>,32.22222222222222,0.03103448275862069,1,GenGamma,practically_pass,pass,None,False
68,25,25.834456608715737,5.638365533441668,682.0311216008356,9922.04982357156,17.338635512731717,964.7481312545478,786432000.0,0.1,1.3,0.0092946707659427,4.842825551812477e-05,0.1,1.5,0.0065009717483326,1.2452,0.0477187,0.0,1.11139,0.0229904,0.0,0.871028,0.0179101,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_25.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AB6610>,30.0,0.03333333333333333,1,GenGamma,practically_pass,pass,None,False
69,26,45.715241034255584,14.660538703499858,589.0489215192966,3066.9961842394628,7.930928952440538,893.304060766894,786432000.0,0.1,3.0,0.0067456982958948,4.842825551812477e-05,0.11,2.7,0.0067278384664395,2.59238,0.040822,0.0,2.29297,0.0142805,0.0,1.82105,0.0140098,0.0,0.0,agriVision,full,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_26.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ABF110>,38.18181818181818,0.02619047619047619,1,GenGamma,practically_pass,pass,None,True
70,27,21.71262039687724,4.681437407673278,586.0208329426594,9989.85804175712,14.10850360197683,953.0588000208572,786432000.0,0.1,0.4,0.0149370720308851,4.842825551812477e-05,0.09,0.7,0.0119668812533152,0.830755,0.064611,0.0,0.750238,0.0413216,0.0,0.583431,0.0347253,0.0,0.0,agriVision,full,learned,multi_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_27.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575940A10>,24.444444444444446,0.04090909090909091,1,GenGamma,interesting_failure,large peak,None,False
71,28,100.72586283288246,22.47530833015274,1171.1587105726476,2094.723997514909,14.14973529895144,910.1693733569164,786432000.0,0.1,0.9,0.0126671217046984,4.842825551812477e-05,0.09,1.4,0.0094443551838742,2.26645,0.0578372,0.0,2.02136,0.0324298,0.0,1.57642,0.0283904,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_28.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A62150>,32.22222222222222,0.03103448275862069,1,GenGamma,practically_pass,pass,None,False
72,29,77.96544811499017,18.535648015975266,628.8055939332486,1660.1334348583885,11.43576884712137,888.4728035016151,786432000.0,0.1,1.0,0.0086526128278392,4.842825551812477e-05,0.1,1.1,0.0079945449645468,2.12484,0.0612023,0.0,1.87465,0.0344168,0.0,1.46912,0.0335935,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_29.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A61210>,26.0,0.038461538461538464,1,GenGamma,practically_pass,pass,None,False
73,30,67.45143271626793,15.567321029384209,673.5080824513619,2106.8187404938694,14.99987974008233,875.1754251406974,786432000.0,0.1,0.8,0.010166488645657,4.842825551812477e-05,0.09,1.1,0.0079169616327771,1.79358,0.0605235,0.0,1.59714,0.0348299,0.0,1.24342,0.0315486,0.0,0.0,agriVision,full,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/learned/plots/compare_cdf_pdf_layer_30.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AA9A50>,28.88888888888889,0.03461538461538462,1,GenGamma,practically_pass,pass,None,False
